id,category,info,last_updated
6532,Pricing,Executive room in Baner: ₹15842/month,2025-02-03
6533,Locations,"PGs available in Kharadi, Hinjawadi, Pimple Saudagar, Talwade, Baner",2025-01-20
6534,Availability,10 Shared rooms available in Kharadi,2025-01-06
6535,Pricing,Shared room in Hinjawadi: ₹9656/month,2025-01-26
6536,Offers,Free first-week meals,2025-01-30
6537,Availability,2 Private rooms available in Pimple Saudagar,2025-01-12
6538,Offers,Free first-week meals,2025-01-31
6539,Availability,9 Executive rooms available in Hinjawadi,2025-01-06
6540,Pricing,Private room in Pimple Saudagar: ₹12603/month,2025-01-31
6541,Pricing,Shared room in Pimple Saudagar: ₹13567/month,2025-01-23
6542,Pricing,Private room in Talwade: ₹15407/month,2025-01-25
6543,Offers,Free first-week meals,2025-01-27
6544,Offers,Free first-week meals,2025-01-16
6545,Offers,Free first-week meals,2025-01-23
6546,Pricing,Shared room in Pimple Saudagar: ₹8086/month,2025-01-23
6547,Availability,4 Private rooms available in Kharadi,2025-01-13
6548,Offers,10% discount for new customers,2025-01-27
6549,Availability,6 Shared rooms available in Baner,2025-01-22
6550,Locations,"PGs available in Baner, Talwade, Kharadi, Pimple Saudagar, Hinjawadi",2025-01-30
6551,Offers,₹2000 off for 6-month stays,2025-01-21
6552,Availability,10 Executive rooms available in Hinjawadi,2025-01-26
6553,Locations,"PGs available in Talwade, Baner, Pimple Saudagar",2025-01-06
6554,Offers,₹2000 off for 6-month stays,2025-01-10
6555,Offers,10% discount for new customers,2025-01-04
6556,Pricing,Executive room in Talwade: ₹14335/month,2025-01-04
6557,Pricing,Executive room in Talwade: ₹19725/month,2025-01-13
6558,Locations,"PGs available in Baner, Hinjawadi, Talwade",2025-01-04
6559,Availability,9 Executive rooms available in Baner,2025-01-13
6560,Locations,"PGs available in Pimple Saudagar, Talwade, Kharadi, Hinjawadi",2025-01-15
6561,Locations,"PGs available in Kharadi, Baner, Pimple Saudagar, Talwade, Hinjawadi",2025-01-26
6562,Pricing,Shared room in Talwade: ₹11480/month,2025-01-10
6563,Offers,₹2000 off for 6-month stays,2025-01-16
6564,Offers,₹2000 off for 6-month stays,2025-01-17
6565,Locations,"PGs available in Kharadi, Talwade",2025-01-21
6566,Offers,₹2000 off for 6-month stays,2025-01-28
6567,Offers,₹2000 off for 6-month stays,2025-01-07
6568,Offers,₹2000 off for 6-month stays,2025-01-08
6569,Offers,10% discount for new customers,2025-01-26
6570,Offers,Free first-week meals,2025-01-31
6571,Locations,"PGs available in Talwade, Kharadi, Hinjawadi, Baner, Pimple Saudagar",2025-01-24
6572,Availability,10 Executive rooms available in Baner,2025-02-02
6573,Pricing,Executive room in Talwade: ₹14218/month,2025-01-17
6574,Availability,6 Executive rooms available in Hinjawadi,2025-02-03
6575,Pricing,Private room in Baner: ₹13316/month,2025-01-13
6576,Locations,"PGs available in Hinjawadi, Baner",2025-02-01
6577,Availability,1 Shared rooms available in Baner,2025-01-15
6578,Locations,"PGs available in Baner, Kharadi, Pimple Saudagar, Talwade",2025-01-16
6579,Locations,"PGs available in Baner, Hinjawadi, Pimple Saudagar, Kharadi",2025-01-11
6580,Availability,10 Shared rooms available in Kharadi,2025-01-04
6581,Offers,10% discount for new customers,2025-01-19
6582,Offers,10% discount for new customers,2025-01-22
6583,Locations,"PGs available in Baner, Talwade, Pimple Saudagar",2025-01-17
6584,Pricing,Private room in Pimple Saudagar: ₹11386/month,2025-01-20
6585,Locations,"PGs available in Pimple Saudagar, Baner",2025-01-19
6586,Pricing,Private room in Pimple Saudagar: ₹14562/month,2025-01-18
6587,Offers,10% discount for new customers,2025-01-24
6588,Pricing,Private room in Talwade: ₹15154/month,2025-01-14
6589,Availability,1 Private rooms available in Kharadi,2025-01-11
6590,Locations,"PGs available in Pimple Saudagar, Baner, Talwade, Hinjawadi",2025-01-04
6591,Offers,₹2000 off for 6-month stays,2025-01-11
6592,Locations,"PGs available in Hinjawadi, Baner, Pimple Saudagar",2025-01-17
6593,Pricing,Shared room in Hinjawadi: ₹13971/month,2025-01-25
6594,Locations,"PGs available in Hinjawadi, Baner, Talwade, Kharadi",2025-01-24
6595,Pricing,Shared room in Kharadi: ₹14113/month,2025-01-26
6596,Availability,4 Private rooms available in Pimple Saudagar,2025-01-15
6597,Offers,10% discount for new customers,2025-02-01
6598,Availability,1 Shared rooms available in Talwade,2025-01-25
6599,Locations,"PGs available in Talwade, Kharadi, Hinjawadi",2025-01-24
6600,Pricing,Private room in Pimple Saudagar: ₹8675/month,2025-01-25
6601,Pricing,Private room in Kharadi: ₹19414/month,2025-01-11
6602,Locations,"PGs available in Talwade, Kharadi, Pimple Saudagar, Hinjawadi",2025-01-30
6603,Offers,₹2000 off for 6-month stays,2025-01-17
6604,Availability,10 Shared rooms available in Hinjawadi,2025-01-19
6605,Locations,"PGs available in Talwade, Kharadi, Baner, Hinjawadi, Pimple Saudagar",2025-01-08
6606,Offers,Free first-week meals,2025-01-26
6607,Pricing,Private room in Hinjawadi: ₹17272/month,2025-01-31
6608,Locations,"PGs available in Pimple Saudagar, Talwade, Baner",2025-01-29
6609,Locations,"PGs available in Hinjawadi, Talwade, Baner, Pimple Saudagar",2025-01-21
6610,Locations,"PGs available in Talwade, Baner",2025-01-17
6611,Pricing,Executive room in Kharadi: ₹13548/month,2025-01-26
6612,Pricing,Shared room in Pimple Saudagar: ₹17883/month,2025-01-17
6613,Locations,"PGs available in Talwade, Hinjawadi, Pimple Saudagar, Baner, Kharadi",2025-01-22
6614,Offers,₹2000 off for 6-month stays,2025-01-05
6615,Availability,5 Shared rooms available in Talwade,2025-01-09
6616,Offers,₹2000 off for 6-month stays,2025-01-07
6617,Availability,4 Private rooms available in Baner,2025-01-15
6618,Pricing,Executive room in Pimple Saudagar: ₹18077/month,2025-01-11
6619,Availability,9 Private rooms available in Baner,2025-01-19
6620,Locations,"PGs available in Talwade, Kharadi, Hinjawadi, Pimple Saudagar",2025-01-14
6621,Availability,2 Executive rooms available in Pimple Saudagar,2025-01-15
6622,Availability,3 Shared rooms available in Kharadi,2025-02-03
6623,Locations,"PGs available in Baner, Pimple Saudagar, Hinjawadi, Kharadi",2025-01-26
6624,Locations,"PGs available in Pimple Saudagar, Baner, Hinjawadi",2025-02-03
6625,Pricing,Executive room in Kharadi: ₹15765/month,2025-01-15
6626,Locations,"PGs available in Hinjawadi, Kharadi",2025-01-24
6627,Offers,Free first-week meals,2025-01-12
6628,Offers,Free first-week meals,2025-01-07
6629,Availability,6 Shared rooms available in Hinjawadi,2025-02-02
6630,Offers,Free first-week meals,2025-01-17
6631,Locations,"PGs available in Baner, Hinjawadi",2025-02-03
6632,Pricing,Shared room in Hinjawadi: ₹18563/month,2025-01-10
6633,Locations,"PGs available in Talwade, Kharadi, Pimple Saudagar, Hinjawadi, Baner",2025-01-09
6634,Offers,₹2000 off for 6-month stays,2025-01-24
6635,Offers,10% discount for new customers,2025-02-03
6636,Availability,6 Executive rooms available in Pimple Saudagar,2025-01-28
6637,Availability,3 Executive rooms available in Hinjawadi,2025-01-09
6638,Locations,"PGs available in Pimple Saudagar, Baner",2025-01-25
6639,Availability,2 Executive rooms available in Hinjawadi,2025-02-01
6640,Availability,7 Private rooms available in Pimple Saudagar,2025-01-31
6641,Availability,5 Private rooms available in Pimple Saudagar,2025-02-02
6642,Locations,"PGs available in Baner, Hinjawadi, Pimple Saudagar",2025-01-18
6643,Availability,1 Private rooms available in Pimple Saudagar,2025-02-02
6644,Availability,10 Shared rooms available in Baner,2025-01-25
6645,Locations,"PGs available in Kharadi, Baner, Hinjawadi, Pimple Saudagar",2025-01-26
6646,Offers,₹2000 off for 6-month stays,2025-02-03
6647,Locations,"PGs available in Hinjawadi, Talwade, Kharadi, Baner, Pimple Saudagar",2025-01-11
6648,Offers,Free first-week meals,2025-01-08
6649,Offers,Free first-week meals,2025-01-12
6650,Pricing,Shared room in Hinjawadi: ₹14913/month,2025-01-08
6651,Availability,5 Executive rooms available in Pimple Saudagar,2025-01-22
6652,Locations,"PGs available in Baner, Pimple Saudagar, Kharadi",2025-01-10
6653,Locations,"PGs available in Hinjawadi, Talwade, Kharadi, Baner",2025-01-04
6654,Offers,Free first-week meals,2025-01-30
6655,Offers,10% discount for new customers,2025-01-14
6656,Offers,Free first-week meals,2025-01-14
6657,Availability,4 Executive rooms available in Pimple Saudagar,2025-01-19
6658,Pricing,Shared room in Baner: ₹16877/month,2025-01-21
6659,Availability,9 Executive rooms available in Talwade,2025-01-16
6660,Pricing,Shared room in Kharadi: ₹18847/month,2025-01-04
6661,Locations,"PGs available in Pimple Saudagar, Baner",2025-02-01
6662,Offers,Free first-week meals,2025-01-23
6663,Availability,3 Executive rooms available in Kharadi,2025-01-27
6664,Availability,10 Executive rooms available in Kharadi,2025-01-22
6665,Availability,9 Shared rooms available in Pimple Saudagar,2025-01-19
6666,Locations,"PGs available in Kharadi, Pimple Saudagar",2025-01-18
6667,Locations,"PGs available in Baner, Kharadi, Hinjawadi, Pimple Saudagar, Talwade",2025-01-16
6668,Locations,"PGs available in Baner, Talwade, Kharadi, Hinjawadi, Pimple Saudagar",2025-01-12
6669,Locations,"PGs available in Baner, Talwade, Pimple Saudagar",2025-01-25
6670,Pricing,Private room in Kharadi: ₹12221/month,2025-01-10
6671,Offers,Free first-week meals,2025-01-17
6672,Locations,"PGs available in Talwade, Baner, Pimple Saudagar",2025-01-18
6673,Locations,"PGs available in Baner, Talwade",2025-01-27
6674,Offers,₹2000 off for 6-month stays,2025-01-24
6675,Locations,"PGs available in Talwade, Kharadi, Hinjawadi, Baner",2025-01-27
6676,Locations,"PGs available in Talwade, Kharadi, Hinjawadi",2025-01-28
6677,Pricing,Private room in Hinjawadi: ₹19075/month,2025-01-04
6678,Offers,10% discount for new customers,2025-01-17
6679,Offers,10% discount for new customers,2025-01-29
6680,Offers,10% discount for new customers,2025-01-27
6681,Pricing,Shared room in Hinjawadi: ₹17974/month,2025-01-08
6682,Availability,7 Private rooms available in Baner,2025-01-10
6683,Pricing,Executive room in Baner: ₹16384/month,2025-01-23
6684,Pricing,Shared room in Kharadi: ₹8815/month,2025-01-17
6685,Availability,3 Shared rooms available in Kharadi,2025-01-27
6686,Pricing,Executive room in Talwade: ₹16378/month,2025-01-15
6687,Locations,"PGs available in Hinjawadi, Talwade, Kharadi, Baner",2025-01-23
6688,Offers,Free first-week meals,2025-01-09
6689,Pricing,Shared room in Kharadi: ₹9361/month,2025-01-06
6690,Locations,"PGs available in Baner, Kharadi, Pimple Saudagar",2025-01-20
6691,Offers,₹2000 off for 6-month stays,2025-01-10
6692,Availability,5 Private rooms available in Talwade,2025-01-18
6693,Pricing,Executive room in Hinjawadi: ₹8699/month,2025-01-16
6694,Pricing,Private room in Pimple Saudagar: ₹19870/month,2025-01-13
6695,Pricing,Executive room in Talwade: ₹15099/month,2025-01-17
6696,Availability,8 Executive rooms available in Pimple Saudagar,2025-01-10
6697,Locations,"PGs available in Pimple Saudagar, Talwade, Hinjawadi, Kharadi",2025-01-26
6698,Availability,7 Private rooms available in Hinjawadi,2025-01-27
6699,Availability,4 Executive rooms available in Kharadi,2025-01-04
6700,Locations,"PGs available in Pimple Saudagar, Kharadi, Hinjawadi, Baner",2025-02-01
6701,Offers,Free first-week meals,2025-01-09
6702,Locations,"PGs available in Talwade, Pimple Saudagar, Kharadi, Baner",2025-01-21
6703,Availability,8 Private rooms available in Pimple Saudagar,2025-01-14
6704,Pricing,Private room in Hinjawadi: ₹16395/month,2025-01-11
6705,Pricing,Executive room in Baner: ₹9642/month,2025-01-22
6706,Pricing,Executive room in Hinjawadi: ₹11910/month,2025-01-19
6707,Offers,10% discount for new customers,2025-01-18
6708,Availability,2 Shared rooms available in Pimple Saudagar,2025-01-04
6709,Locations,"PGs available in Pimple Saudagar, Hinjawadi, Kharadi, Baner, Talwade",2025-01-20
6710,Offers,₹2000 off for 6-month stays,2025-01-09
6711,Locations,"PGs available in Hinjawadi, Kharadi, Baner, Pimple Saudagar, Talwade",2025-01-12
6712,Pricing,Private room in Hinjawadi: ₹8584/month,2025-01-15
6713,Availability,2 Private rooms available in Kharadi,2025-01-29
6714,Locations,"PGs available in Pimple Saudagar, Kharadi",2025-01-22
6715,Locations,"PGs available in Talwade, Baner, Pimple Saudagar",2025-02-01
6716,Locations,"PGs available in Pimple Saudagar, Talwade, Baner, Kharadi, Hinjawadi",2025-01-25
6717,Locations,"PGs available in Baner, Kharadi, Hinjawadi, Pimple Saudagar",2025-01-25
6718,Offers,10% discount for new customers,2025-01-08
6719,Pricing,Executive room in Hinjawadi: ₹15399/month,2025-01-07
6720,Locations,"PGs available in Baner, Kharadi",2025-01-27
6721,Pricing,Executive room in Pimple Saudagar: ₹14487/month,2025-02-03
6722,Pricing,Private room in Baner: ₹12296/month,2025-01-25
6723,Offers,10% discount for new customers,2025-01-08
6724,Locations,"PGs available in Baner, Kharadi, Hinjawadi, Pimple Saudagar",2025-01-16
6725,Availability,1 Private rooms available in Pimple Saudagar,2025-01-27
6726,Availability,6 Private rooms available in Pimple Saudagar,2025-01-23
6727,Locations,"PGs available in Pimple Saudagar, Talwade",2025-01-05
6728,Locations,"PGs available in Pimple Saudagar, Baner, Kharadi, Talwade, Hinjawadi",2025-02-03
6729,Locations,"PGs available in Pimple Saudagar, Baner, Hinjawadi, Talwade",2025-01-11
6730,Offers,10% discount for new customers,2025-01-20
6731,Availability,3 Executive rooms available in Talwade,2025-02-01
6732,Availability,8 Private rooms available in Hinjawadi,2025-02-03
6733,Pricing,Executive room in Kharadi: ₹15208/month,2025-01-26
6734,Locations,"PGs available in Hinjawadi, Baner",2025-01-19
6735,Availability,8 Shared rooms available in Pimple Saudagar,2025-01-25
6736,Pricing,Shared room in Hinjawadi: ₹19878/month,2025-01-09
6737,Offers,Free first-week meals,2025-01-21
6738,Pricing,Shared room in Talwade: ₹14471/month,2025-01-25
6739,Availability,5 Executive rooms available in Kharadi,2025-01-22
6740,Availability,9 Executive rooms available in Talwade,2025-01-22
6741,Locations,"PGs available in Pimple Saudagar, Hinjawadi, Baner, Talwade, Kharadi",2025-01-29
6742,Offers,10% discount for new customers,2025-01-27
6743,Availability,8 Executive rooms available in Kharadi,2025-01-30
6744,Locations,"PGs available in Pimple Saudagar, Talwade, Kharadi, Hinjawadi",2025-01-22
6745,Pricing,Private room in Baner: ₹19543/month,2025-01-24
6746,Locations,"PGs available in Baner, Hinjawadi",2025-01-06
6747,Offers,Free first-week meals,2025-01-18
6748,Locations,"PGs available in Baner, Pimple Saudagar, Hinjawadi",2025-02-02
6749,Availability,5 Executive rooms available in Pimple Saudagar,2025-01-18
6750,Locations,"PGs available in Talwade, Kharadi, Pimple Saudagar",2025-01-20
6751,Pricing,Shared room in Talwade: ₹10242/month,2025-01-05
6752,Pricing,Executive room in Pimple Saudagar: ₹17506/month,2025-01-05
6753,Pricing,Executive room in Hinjawadi: ₹16382/month,2025-01-05
6754,Pricing,Shared room in Baner: ₹8187/month,2025-01-04
6755,Offers,₹2000 off for 6-month stays,2025-02-03
6756,Availability,8 Shared rooms available in Baner,2025-01-18
6757,Pricing,Shared room in Hinjawadi: ₹8547/month,2025-01-15
6758,Locations,"PGs available in Pimple Saudagar, Kharadi, Baner",2025-01-07
6759,Locations,"PGs available in Kharadi, Pimple Saudagar",2025-01-08
6760,Offers,Free first-week meals,2025-01-04
6761,Offers,₹2000 off for 6-month stays,2025-02-03
6762,Offers,₹2000 off for 6-month stays,2025-01-27
6763,Availability,7 Private rooms available in Pimple Saudagar,2025-01-26
6764,Locations,"PGs available in Hinjawadi, Talwade, Pimple Saudagar, Kharadi",2025-01-14
6765,Offers,₹2000 off for 6-month stays,2025-01-07
6766,Locations,"PGs available in Kharadi, Talwade, Hinjawadi",2025-01-05
6767,Offers,10% discount for new customers,2025-01-20
6768,Offers,₹2000 off for 6-month stays,2025-02-02
6769,Availability,2 Executive rooms available in Hinjawadi,2025-01-19
6770,Pricing,Shared room in Talwade: ₹17133/month,2025-01-23
6771,Locations,"PGs available in Talwade, Baner, Pimple Saudagar, Kharadi, Hinjawadi",2025-01-08
6772,Availability,4 Private rooms available in Kharadi,2025-01-13
6773,Offers,Free first-week meals,2025-01-29
6774,Offers,Free first-week meals,2025-01-14
6775,Locations,"PGs available in Kharadi, Hinjawadi, Talwade, Baner",2025-01-14
6776,Locations,"PGs available in Talwade, Baner, Pimple Saudagar",2025-01-21
6777,Availability,6 Shared rooms available in Pimple Saudagar,2025-01-24
6778,Offers,10% discount for new customers,2025-01-08
6779,Locations,"PGs available in Hinjawadi, Kharadi, Baner, Talwade, Pimple Saudagar",2025-01-20
6780,Availability,5 Shared rooms available in Talwade,2025-01-11
6781,Locations,"PGs available in Pimple Saudagar, Talwade",2025-01-06
