id,question,answer
5305,What is the rent for a executive room in Talwade?,The rent for a shared room in Pimple Saudagar starts at ₹9619/month.
5306,What is the rent for a shared room in Baner?,The rent for a shared room in Kharadi starts at ₹8645/month.
5307,What is the rent for a executive room in Hinjawadi?,The rent for a private room in Baner starts at ₹18279/month.
5308,What is the rent for a private room in Hinjawadi?,The rent for a private room in Kharadi starts at ₹12816/month.
5309,What is the rent for a executive room in Talwade?,The rent for a shared room in Pimple Saudagar starts at ₹18746/month.
5310,What is the rent for a shared room in Talwade?,The rent for a executive room in Baner starts at ₹19835/month.
5311,What is the rent for a private room in Hinjawadi?,The rent for a shared room in Pimple Saudagar starts at ₹18843/month.
5312,What is the rent for a shared room in Pimple Saudagar?,The rent for a private room in Hinjawadi starts at ₹12004/month.
5313,What is the rent for a executive room in Kharadi?,The rent for a executive room in Kharadi starts at ₹13231/month.
5314,What is the rent for a executive room in Hinjawadi?,The rent for a private room in Hinjawadi starts at ₹10437/month.
5315,What is the rent for a shared room in Pimple Saudagar?,The rent for a shared room in Hinjawadi starts at ₹19892/month.
5316,What is the rent for a executive room in Hinjawadi?,The rent for a shared room in Hinjawadi starts at ₹19062/month.
5317,What is the rent for a private room in Pimple Saudagar?,The rent for a shared room in Kharadi starts at ₹18794/month.
5318,What is the rent for a shared room in Baner?,The rent for a shared room in Hinjawadi starts at ₹15513/month.
5319,What is the rent for a shared room in Pimple Saudagar?,The rent for a executive room in Talwade starts at ₹9046/month.
5320,What is the rent for a private room in Pimple Saudagar?,The rent for a executive room in Pimple Saudagar starts at ₹8664/month.
5321,What is the rent for a private room in Hinjawadi?,The rent for a shared room in Talwade starts at ₹12531/month.
5322,What is the rent for a private room in Talwade?,The rent for a shared room in Talwade starts at ₹14590/month.
5323,What is the rent for a private room in Talwade?,The rent for a executive room in Talwade starts at ₹18005/month.
5324,What is the rent for a executive room in Talwade?,The rent for a executive room in Baner starts at ₹14669/month.
5325,What is the rent for a private room in Talwade?,The rent for a executive room in Hinjawadi starts at ₹10903/month.
5326,What is the rent for a private room in Hinjawadi?,The rent for a shared room in Talwade starts at ₹9903/month.
5327,What is the rent for a private room in Baner?,The rent for a shared room in Talwade starts at ₹16249/month.
5328,What is the rent for a private room in Kharadi?,The rent for a executive room in Hinjawadi starts at ₹13000/month.
5329,What is the rent for a executive room in Baner?,The rent for a private room in Pimple Saudagar starts at ₹14775/month.
5330,What is the rent for a shared room in Baner?,The rent for a shared room in Hinjawadi starts at ₹9766/month.
5331,What is the rent for a executive room in Pimple Saudagar?,The rent for a shared room in Pimple Saudagar starts at ₹15923/month.
5332,What is the rent for a shared room in Hinjawadi?,The rent for a private room in Talwade starts at ₹10909/month.
5333,What is the rent for a private room in Hinjawadi?,The rent for a private room in Pimple Saudagar starts at ₹17297/month.
5334,What is the rent for a private room in Hinjawadi?,The rent for a private room in Talwade starts at ₹9387/month.
5335,What is the rent for a shared room in Baner?,The rent for a private room in Pimple Saudagar starts at ₹8767/month.
5336,What is the rent for a shared room in Baner?,The rent for a shared room in Talwade starts at ₹8705/month.
5337,What is the rent for a shared room in Baner?,The rent for a executive room in Baner starts at ₹9024/month.
5338,What is the rent for a shared room in Talwade?,The rent for a private room in Baner starts at ₹14979/month.
5339,What is the rent for a shared room in Hinjawadi?,The rent for a shared room in Baner starts at ₹10814/month.
5340,What is the rent for a shared room in Baner?,The rent for a shared room in Talwade starts at ₹11047/month.
5341,What is the rent for a shared room in Hinjawadi?,The rent for a executive room in Hinjawadi starts at ₹19466/month.
5342,What is the rent for a shared room in Talwade?,The rent for a executive room in Talwade starts at ₹11345/month.
5343,What is the rent for a executive room in Hinjawadi?,The rent for a private room in Kharadi starts at ₹19851/month.
5344,What is the rent for a shared room in Baner?,The rent for a shared room in Baner starts at ₹16589/month.
5345,What is the rent for a shared room in Kharadi?,The rent for a private room in Baner starts at ₹9273/month.
5346,What is the rent for a executive room in Baner?,The rent for a shared room in Pimple Saudagar starts at ₹8518/month.
5347,What is the rent for a private room in Baner?,The rent for a private room in Hinjawadi starts at ₹11813/month.
5348,What is the rent for a shared room in Pimple Saudagar?,The rent for a private room in Talwade starts at ₹16739/month.
5349,What is the rent for a private room in Talwade?,The rent for a private room in Talwade starts at ₹19297/month.
5350,What is the rent for a executive room in Pimple Saudagar?,The rent for a executive room in Baner starts at ₹11838/month.
5351,What is the rent for a private room in Baner?,The rent for a private room in Talwade starts at ₹18851/month.
5352,What is the rent for a shared room in Hinjawadi?,The rent for a shared room in Baner starts at ₹16209/month.
5353,What is the rent for a shared room in Talwade?,The rent for a executive room in Baner starts at ₹19283/month.
5354,What is the rent for a private room in Talwade?,The rent for a shared room in Baner starts at ₹16723/month.
5355,What is the rent for a shared room in Hinjawadi?,The rent for a executive room in Kharadi starts at ₹11135/month.
5356,What is the rent for a shared room in Talwade?,The rent for a executive room in Talwade starts at ₹9986/month.
5357,What is the rent for a private room in Baner?,The rent for a executive room in Hinjawadi starts at ₹15491/month.
5358,What is the rent for a private room in Hinjawadi?,The rent for a private room in Hinjawadi starts at ₹14202/month.
5359,What is the rent for a shared room in Hinjawadi?,The rent for a executive room in Kharadi starts at ₹14569/month.
5360,What is the rent for a shared room in Baner?,The rent for a private room in Talwade starts at ₹16338/month.
5361,What is the rent for a private room in Kharadi?,The rent for a private room in Baner starts at ₹16920/month.
5362,What is the rent for a executive room in Kharadi?,The rent for a shared room in Kharadi starts at ₹19960/month.
5363,What is the rent for a executive room in Baner?,The rent for a executive room in Hinjawadi starts at ₹8420/month.
5364,What is the rent for a private room in Baner?,The rent for a shared room in Kharadi starts at ₹10193/month.
5365,What is the rent for a private room in Kharadi?,The rent for a executive room in Kharadi starts at ₹19879/month.
5366,What is the rent for a private room in Talwade?,The rent for a private room in Pimple Saudagar starts at ₹14366/month.
5367,What is the rent for a shared room in Hinjawadi?,The rent for a private room in Talwade starts at ₹19786/month.
5368,What is the rent for a private room in Hinjawadi?,The rent for a executive room in Pimple Saudagar starts at ₹10901/month.
5369,What is the rent for a executive room in Pimple Saudagar?,The rent for a private room in Talwade starts at ₹12832/month.
5370,What is the rent for a shared room in Pimple Saudagar?,The rent for a executive room in Hinjawadi starts at ₹14330/month.
5371,What is the rent for a private room in Pimple Saudagar?,The rent for a shared room in Hinjawadi starts at ₹8223/month.
5372,What is the rent for a shared room in Talwade?,The rent for a shared room in Pimple Saudagar starts at ₹18309/month.
5373,What is the rent for a private room in Pimple Saudagar?,The rent for a private room in Talwade starts at ₹15402/month.
5374,What is the rent for a private room in Kharadi?,The rent for a private room in Pimple Saudagar starts at ₹17277/month.
5375,What is the rent for a executive room in Baner?,The rent for a shared room in Hinjawadi starts at ₹10355/month.
5376,What is the rent for a shared room in Kharadi?,The rent for a private room in Kharadi starts at ₹17233/month.
5377,What is the rent for a private room in Baner?,The rent for a private room in Pimple Saudagar starts at ₹10474/month.
5378,What is the rent for a shared room in Hinjawadi?,The rent for a executive room in Pimple Saudagar starts at ₹13993/month.
5379,What is the rent for a executive room in Talwade?,The rent for a executive room in Kharadi starts at ₹9290/month.
5380,What is the rent for a private room in Pimple Saudagar?,The rent for a private room in Talwade starts at ₹10975/month.
5381,What is the rent for a private room in Pimple Saudagar?,The rent for a shared room in Kharadi starts at ₹19759/month.
